PDB,plddt,6ln2_tmscore,6x18_tmscore,seq_count
af_cluster_compar/GLP1R/msas/GLP1R_078_unrelaxed_rank_005_alphafold2_ptm_model_2_seed_001.pdb,56.947949367088576,0.65317,0.70254,12
af_cluster_compar/GLP1R/msas/GLP1R_093_unrelaxed_rank_004_alphafold2_ptm_model_3_seed_001.pdb,40.12665822784813,0.47385,0.45069,4
af_cluster_compar/GLP1R/msas/GLP1R_084_unrelaxed_rank_005_alphafold2_ptm_model_3_seed_001.pdb,40.82855696202536,0.48272,0.4883,5
af_cluster_compar/GLP1R/msas/GLP1R_068_unrelaxed_rank_003_alphafold2_ptm_model_1_seed_001.pdb,39.85263291139239,0.38693,0.41414,4
af_cluster_compar/GLP1R/msas/GLP1R_033_unrelaxed_rank_005_alphafold2_ptm_model_2_seed_001.pdb,58.648582278480994,0.58208,0.59257,62
af_cluster_compar/GLP1R/msas/GLP1R_010_unrelaxed_rank_003_alphafold2_ptm_model_5_seed_001.pdb,53.39306329113931,0.63291,0.63445,36
af_cluster_compar/GLP1R/msas/GLP1R_102_unrelaxed_rank_002_alphafold2_ptm_model_2_seed_001.pdb,40.410835443037975,0.44557,0.44091,4
af_cluster_compar/GLP1R/msas/GLP1R_049_unrelaxed_rank_003_alphafold2_ptm_model_1_seed_001.pdb,40.491670886075944,0.41901,0.39671,4
af_cluster_compar/GLP1R/msas/GLP1R_060_unrelaxed_rank_002_alphafold2_ptm_model_4_seed_001.pdb,47.87794936708856,0.52603,0.51702,8
af_cluster_compar/GLP1R/msas/GLP1R_090_unrelaxed_rank_004_alphafold2_ptm_model_3_seed_001.pdb,42.968759493670895,0.62048,0.60273,7
af_cluster_compar/GLP1R/msas/GLP1R_070_unrelaxed_rank_005_alphafold2_ptm_model_4_seed_001.pdb,33.85997468354425,0.32719,0.30423,4
af_cluster_compar/GLP1R/msas/GLP1R_104_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_001.pdb,50.417493670886074,0.64846,0.70204,23
af_cluster_compar/GLP1R/msas/GLP1R_052_unrelaxed_rank_005_alphafold2_ptm_model_1_seed_001.pdb,59.66417721518978,0.65219,0.74292,21
af_cluster_compar/GLP1R/msas/GLP1R_122_unrelaxed_rank_005_alphafold2_ptm_model_5_seed_001.pdb,54.273417721518996,0.60655,0.63165,39
af_cluster_compar/GLP1R/msas/GLP1R_149_unrelaxed_rank_002_alphafold2_ptm_model_2_seed_001.pdb,44.70040506329115,0.45716,0.45275,4
af_cluster_compar/GLP1R/msas/GLP1R_036_unrelaxed_rank_004_alphafold2_ptm_model_4_seed_001.pdb,35.16146835443038,0.35503,0.32772,7
af_cluster_compar/GLP1R/msas/GLP1R_126_unrelaxed_rank_005_alphafold2_ptm_model_1_seed_001.pdb,42.13794936708861,0.42387,0.45474,4
af_cluster_compar/GLP1R/msas/GLP1R_107_unrelaxed_rank_002_alphafold2_ptm_model_4_seed_001.pdb,53.3626329113924,0.5583,0.56264,19
af_cluster_compar/GLP1R/msas/GLP1R_029_unrelaxed_rank_005_alphafold2_ptm_model_3_seed_001.pdb,38.49587341772153,0.52791,0.47747,10
af_cluster_compar/GLP1R/msas/GLP1R_003_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_001.pdb,58.68531645569623,0.40573,0.45852,32
af_cluster_compar/GLP1R/msas/GLP1R_132_unrelaxed_rank_005_alphafold2_ptm_model_3_seed_001.pdb,44.38610126582281,0.56903,0.56988,8
af_cluster_compar/GLP1R/msas/GLP1R_045_unrelaxed_rank_004_alphafold2_ptm_model_1_seed_001.pdb,38.5078987341772,0.67567,0.60132,4
af_cluster_compar/GLP1R/msas/GLP1R_145_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_001.pdb,48.61450632911389,0.61347,0.61648,19
af_cluster_compar/GLP1R/msas/GLP1R_100_unrelaxed_rank_004_alphafold2_ptm_model_2_seed_001.pdb,40.06245569620252,0.46132,0.45141,7
af_cluster_compar/GLP1R/msas/GLP1R_113_unrelaxed_rank_002_alphafold2_ptm_model_4_seed_001.pdb,48.71764556962027,0.74755,0.74743,4
af_cluster_compar/GLP1R/msas/GLP1R_083_unrelaxed_rank_001_alphafold2_ptm_model_5_seed_001.pdb,49.27931645569618,0.54637,0.57695,4
af_cluster_compar/GLP1R/msas/GLP1R_052_unrelaxed_rank_003_alphafold2_ptm_model_5_seed_001.pdb,62.7597721518987,0.76287,0.78909,21
af_cluster_compar/GLP1R/msas/GLP1R_004_unrelaxed_rank_005_alphafold2_ptm_model_2_seed_001.pdb,41.982227848101275,0.32011,0.32604,20
af_cluster_compar/GLP1R/msas/GLP1R_021_unrelaxed_rank_004_alphafold2_ptm_model_5_seed_001.pdb,47.87908860759494,0.55014,0.55387,11
af_cluster_compar/GLP1R/msas/GLP1R_029_unrelaxed_rank_004_alphafold2_ptm_model_5_seed_001.pdb,40.90921518987342,0.46179,0.47053,10
af_cluster_compar/GLP1R/msas/GLP1R_082_unrelaxed_rank_002_alphafold2_ptm_model_2_seed_001.pdb,44.48412658227847,0.59163,0.5911,4
af_cluster_compar/GLP1R/msas/GLP1R_020_unrelaxed_rank_004_alphafold2_ptm_model_2_seed_001.pdb,48.07372151898734,0.51923,0.47357,10
af_cluster_compar/GLP1R/msas/GLP1R_055_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_001.pdb,47.015999999999984,0.44937,0.47569,4
af_cluster_compar/GLP1R/msas/GLP1R_076_unrelaxed_rank_005_alphafold2_ptm_model_1_seed_001.pdb,43.223873417721464,0.68763,0.67129,8
af_cluster_compar/GLP1R/msas/GLP1R_057_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_001.pdb,72.44794936708857,0.62525,0.66411,148
af_cluster_compar/GLP1R/msas/GLP1R_120_unrelaxed_rank_004_alphafold2_ptm_model_1_seed_001.pdb,57.382911392405056,0.65069,0.71846,101
af_cluster_compar/GLP1R/msas/GLP1R_100_unrelaxed_rank_003_alphafold2_ptm_model_3_seed_001.pdb,40.07126582278481,0.47262,0.49585,7
af_cluster_compar/GLP1R/msas/GLP1R_026_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_001.pdb,54.95544303797467,0.70809,0.75255,9
af_cluster_compar/GLP1R/msas/GLP1R_115_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_001.pdb,42.81744303797471,0.43424,0.46788,6
af_cluster_compar/GLP1R/msas/GLP1R_031_unrelaxed_rank_003_alphafold2_ptm_model_4_seed_001.pdb,65.45146835443039,0.68999,0.65093,81
af_cluster_compar/GLP1R/msas/GLP1R_073_unrelaxed_rank_005_alphafold2_ptm_model_3_seed_001.pdb,41.31344303797468,0.34347,0.34731,4
af_cluster_compar/GLP1R/msas/GLP1R_081_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_001.pdb,49.293139240506356,0.61752,0.59742,5
af_cluster_compar/GLP1R/msas/GLP1R_126_unrelaxed_rank_002_alphafold2_ptm_model_4_seed_001.pdb,42.31584810126583,0.47455,0.48517,4
af_cluster_compar/GLP1R/msas/GLP1R_012_unrelaxed_rank_001_alphafold2_ptm_model_5_seed_001.pdb,46.407797468354445,0.74302,0.6989,8
af_cluster_compar/GLP1R/msas/GLP1R_118_unrelaxed_rank_004_alphafold2_ptm_model_3_seed_001.pdb,40.36050632911394,0.39159,0.37501,4
af_cluster_compar/GLP1R/msas/GLP1R_001_unrelaxed_rank_004_alphafold2_ptm_model_4_seed_001.pdb,51.72136708860761,0.3286,0.32223,42
af_cluster_compar/GLP1R/msas/GLP1R_027_unrelaxed_rank_004_alphafold2_ptm_model_4_seed_001.pdb,42.41473417721513,0.40098,0.40966,5
af_cluster_compar/GLP1R/msas/GLP1R_005_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_001.pdb,55.60764556962031,0.31763,0.33334,60
af_cluster_compar/GLP1R/msas/GLP1R_024_unrelaxed_rank_004_alphafold2_ptm_model_3_seed_001.pdb,44.2312658227848,0.46844,0.45593,6
af_cluster_compar/GLP1R/msas/GLP1R_035_unrelaxed_rank_004_alphafold2_ptm_model_1_seed_001.pdb,39.93400000000002,0.40229,0.36901,4
af_cluster_compar/GLP1R/msas/GLP1R_076_unrelaxed_rank_002_alphafold2_ptm_model_2_seed_001.pdb,44.72577215189871,0.43081,0.43007,8
af_cluster_compar/GLP1R/msas/GLP1R_125_unrelaxed_rank_004_alphafold2_ptm_model_2_seed_001.pdb,45.600278481012694,0.41761,0.38338,4
af_cluster_compar/GLP1R/msas/GLP1R_011_unrelaxed_rank_004_alphafold2_ptm_model_4_seed_001.pdb,39.217696202531656,0.41028,0.3747,6
af_cluster_compar/GLP1R/msas/GLP1R_019_unrelaxed_rank_003_alphafold2_ptm_model_1_seed_001.pdb,54.178531645569656,0.65673,0.66874,12
af_cluster_compar/GLP1R/msas/GLP1R_079_unrelaxed_rank_005_alphafold2_ptm_model_5_seed_001.pdb,44.579670886075945,0.63522,0.63486,5
af_cluster_compar/GLP1R/msas/GLP1R_016_unrelaxed_rank_002_alphafold2_ptm_model_1_seed_001.pdb,38.87546835443039,0.34409,0.34658,5
af_cluster_compar/GLP1R/msas/GLP1R_146_unrelaxed_rank_005_alphafold2_ptm_model_3_seed_001.pdb,41.196177215189884,0.36112,0.37636,4
af_cluster_compar/GLP1R/msas/GLP1R_043_unrelaxed_rank_004_alphafold2_ptm_model_5_seed_001.pdb,56.14243037974685,0.60768,0.6732,83
af_cluster_compar/GLP1R/msas/GLP1R_130_unrelaxed_rank_003_alphafold2_ptm_model_2_seed_001.pdb,62.84045569620259,0.72279,0.73176,31
af_cluster_compar/GLP1R/msas/GLP1R_106_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_001.pdb,38.51878481012659,0.51642,0.51978,4
af_cluster_compar/GLP1R/msas/GLP1R_055_unrelaxed_rank_003_alphafold2_ptm_model_2_seed_001.pdb,44.16372151898734,0.44107,0.43766,4
af_cluster_compar/GLP1R/msas/GLP1R_095_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_001.pdb,48.084708860759484,0.70521,0.71756,4
af_cluster_compar/GLP1R/msas/GLP1R_025_unrelaxed_rank_003_alphafold2_ptm_model_3_seed_001.pdb,52.13437974683543,0.45364,0.41568,22
af_cluster_compar/GLP1R/msas/GLP1R_141_unrelaxed_rank_002_alphafold2_ptm_model_1_seed_001.pdb,50.12984810126576,0.6576,0.65441,9
af_cluster_compar/GLP1R/msas/GLP1R_074_unrelaxed_rank_002_alphafold2_ptm_model_5_seed_001.pdb,41.891594936708856,0.62056,0.62604,4
af_cluster_compar/GLP1R/msas/GLP1R_134_unrelaxed_rank_004_alphafold2_ptm_model_2_seed_001.pdb,49.755670886075926,0.42536,0.40003,17
af_cluster_compar/GLP1R/msas/GLP1R_028_unrelaxed_rank_002_alphafold2_ptm_model_4_seed_001.pdb,51.22693670886072,0.67836,0.61531,12
af_cluster_compar/GLP1R/msas/GLP1R_062_unrelaxed_rank_003_alphafold2_ptm_model_5_seed_001.pdb,58.524329113924054,0.69884,0.75277,28
af_cluster_compar/GLP1R/msas/GLP1R_071_unrelaxed_rank_003_alphafold2_ptm_model_5_seed_001.pdb,43.36508860759488,0.5887,0.54549,5
af_cluster_compar/GLP1R/msas/GLP1R_032_unrelaxed_rank_005_alphafold2_ptm_model_3_seed_001.pdb,40.19073417721524,0.63611,0.63133,4
af_cluster_compar/GLP1R/msas/GLP1R_087_unrelaxed_rank_002_alphafold2_ptm_model_2_seed_001.pdb,37.80296202531644,0.48994,0.47967,4
af_cluster_compar/GLP1R/msas/GLP1R_008_unrelaxed_rank_004_alphafold2_ptm_model_3_seed_001.pdb,36.92913924050634,0.38412,0.38336,4
af_cluster_compar/GLP1R/msas/GLP1R_095_unrelaxed_rank_002_alphafold2_ptm_model_5_seed_001.pdb,47.21518987341778,0.6495,0.67484,4
af_cluster_compar/GLP1R/msas/GLP1R_130_unrelaxed_rank_002_alphafold2_ptm_model_4_seed_001.pdb,63.189493670886016,0.71378,0.73211,31
af_cluster_compar/GLP1R/msas/GLP1R_118_unrelaxed_rank_005_alphafold2_ptm_model_5_seed_001.pdb,40.143544303797476,0.46029,0.48946,4
af_cluster_compar/GLP1R/msas/GLP1R_046_unrelaxed_rank_005_alphafold2_ptm_model_1_seed_001.pdb,36.687696202531676,0.35594,0.33572,4
af_cluster_compar/GLP1R/msas/GLP1R_036_unrelaxed_rank_003_alphafold2_ptm_model_1_seed_001.pdb,36.26713924050634,0.48186,0.48769,7
af_cluster_compar/GLP1R/msas/GLP1R_098_unrelaxed_rank_003_alphafold2_ptm_model_4_seed_001.pdb,39.747088607594925,0.41365,0.4242,4
af_cluster_compar/GLP1R/msas/GLP1R_105_unrelaxed_rank_002_alphafold2_ptm_model_1_seed_001.pdb,43.12303797468352,0.70292,0.67142,7
af_cluster_compar/GLP1R/msas/GLP1R_116_unrelaxed_rank_004_alphafold2_ptm_model_5_seed_001.pdb,37.35174683544305,0.3113,0.33395,4
af_cluster_compar/GLP1R/msas/GLP1R_053_unrelaxed_rank_003_alphafold2_ptm_model_1_seed_001.pdb,60.42412658227853,0.67388,0.70568,23
af_cluster_compar/GLP1R/msas/GLP1R_106_unrelaxed_rank_004_alphafold2_ptm_model_4_seed_001.pdb,36.40686075949369,0.4325,0.47234,4
af_cluster_compar/GLP1R/msas/GLP1R_019_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_001.pdb,57.16243037974684,0.69343,0.69806,12
af_cluster_compar/GLP1R/msas/GLP1R_060_unrelaxed_rank_005_alphafold2_ptm_model_1_seed_001.pdb,42.59706329113923,0.5484,0.5619,8
af_cluster_compar/GLP1R/msas/GLP1R_110_unrelaxed_rank_002_alphafold2_ptm_model_5_seed_001.pdb,43.94511392405064,0.62099,0.66906,6
af_cluster_compar/GLP1R/msas/GLP1R_074_unrelaxed_rank_005_alphafold2_ptm_model_4_seed_001.pdb,40.98767088607594,0.47847,0.45874,4
af_cluster_compar/GLP1R/msas/GLP1R_038_unrelaxed_rank_002_alphafold2_ptm_model_1_seed_001.pdb,62.186177215189865,0.6735,0.65892,56
af_cluster_compar/GLP1R/msas/GLP1R_027_unrelaxed_rank_005_alphafold2_ptm_model_3_seed_001.pdb,41.99681012658229,0.36835,0.39337,5
af_cluster_compar/GLP1R/msas/GLP1R_094_unrelaxed_rank_002_alphafold2_ptm_model_1_seed_001.pdb,48.54351898734177,0.71741,0.74333,4
af_cluster_compar/GLP1R/msas/GLP1R_125_unrelaxed_rank_003_alphafold2_ptm_model_4_seed_001.pdb,45.641797468354426,0.68483,0.67644,4
af_cluster_compar/GLP1R/msas/GLP1R_135_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_001.pdb,42.59372151898736,0.39941,0.4323,4
af_cluster_compar/GLP1R/msas/GLP1R_079_unrelaxed_rank_002_alphafold2_ptm_model_1_seed_001.pdb,53.27086075949366,0.52579,0.52305,5
af_cluster_compar/GLP1R/msas/GLP1R_010_unrelaxed_rank_004_alphafold2_ptm_model_1_seed_001.pdb,53.15488607594938,0.48697,0.52427,36
af_cluster_compar/GLP1R/msas/GLP1R_056_unrelaxed_rank_005_alphafold2_ptm_model_1_seed_001.pdb,39.91364556962025,0.39784,0.41196,7
af_cluster_compar/GLP1R/msas/GLP1R_147_unrelaxed_rank_005_alphafold2_ptm_model_5_seed_001.pdb,42.47405063291139,0.48269,0.43115,5
af_cluster_compar/GLP1R/msas/GLP1R_143_unrelaxed_rank_005_alphafold2_ptm_model_5_seed_001.pdb,41.1880759493671,0.35463,0.34182,7
af_cluster_compar/GLP1R/msas/GLP1R_049_unrelaxed_rank_005_alphafold2_ptm_model_2_seed_001.pdb,37.17162025316456,0.44839,0.39949,4
af_cluster_compar/GLP1R/msas/GLP1R_006_unrelaxed_rank_005_alphafold2_ptm_model_3_seed_001.pdb,39.418607594936695,0.72415,0.6824,4
af_cluster_compar/GLP1R/msas/GLP1R_124_unrelaxed_rank_003_alphafold2_ptm_model_2_seed_001.pdb,46.39992405063291,0.50409,0.4696,10
af_cluster_compar/GLP1R/msas/GLP1R_088_unrelaxed_rank_002_alphafold2_ptm_model_2_seed_001.pdb,38.69316455696202,0.38971,0.40123,4
af_cluster_compar/GLP1R/msas/GLP1R_121_unrelaxed_rank_005_alphafold2_ptm_model_5_seed_001.pdb,42.56151898734174,0.36466,0.40885,7
af_cluster_compar/GLP1R/msas/GLP1R_110_unrelaxed_rank_003_alphafold2_ptm_model_3_seed_001.pdb,43.85316455696205,0.51839,0.56377,6
af_cluster_compar/GLP1R/msas/GLP1R_094_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_001.pdb,49.57291139240506,0.70345,0.74038,4
af_cluster_compar/GLP1R/msas/GLP1R_137_unrelaxed_rank_002_alphafold2_ptm_model_2_seed_001.pdb,50.224253164556956,0.46609,0.41881,18
af_cluster_compar/GLP1R/msas/GLP1R_073_unrelaxed_rank_002_alphafold2_ptm_model_4_seed_001.pdb,44.61481012658229,0.42797,0.40686,4
af_cluster_compar/GLP1R/msas/GLP1R_028_unrelaxed_rank_004_alphafold2_ptm_model_1_seed_001.pdb,49.06048101265821,0.33949,0.34152,12
af_cluster_compar/GLP1R/msas/GLP1R_058_unrelaxed_rank_003_alphafold2_ptm_model_5_seed_001.pdb,61.54734177215189,0.6331,0.6893,48
af_cluster_compar/GLP1R/msas/GLP1R_030_unrelaxed_rank_005_alphafold2_ptm_model_5_seed_001.pdb,58.45131645569623,0.58508,0.58234,119
af_cluster_compar/GLP1R/msas/GLP1R_113_unrelaxed_rank_004_alphafold2_ptm_model_2_seed_001.pdb,45.89718987341773,0.59341,0.57991,4
af_cluster_compar/GLP1R/msas/GLP1R_029_unrelaxed_rank_002_alphafold2_ptm_model_1_seed_001.pdb,42.459569620253156,0.58734,0.53879,10
af_cluster_compar/GLP1R/msas/GLP1R_149_unrelaxed_rank_004_alphafold2_ptm_model_4_seed_001.pdb,42.53989873417722,0.56444,0.52821,4
af_cluster_compar/GLP1R/msas/GLP1R_033_unrelaxed_rank_004_alphafold2_ptm_model_5_seed_001.pdb,59.06498734177217,0.53418,0.52215,62
af_cluster_compar/GLP1R/msas/GLP1R_135_unrelaxed_rank_005_alphafold2_ptm_model_3_seed_001.pdb,40.359569620253154,0.49848,0.48287,4
af_cluster_compar/GLP1R/msas/GLP1R_035_unrelaxed_rank_002_alphafold2_ptm_model_2_seed_001.pdb,42.071898734177225,0.44126,0.47424,4
af_cluster_compar/GLP1R/msas/GLP1R_108_unrelaxed_rank_004_alphafold2_ptm_model_3_seed_001.pdb,50.14475949367084,0.61735,0.65164,13
af_cluster_compar/GLP1R/msas/GLP1R_093_unrelaxed_rank_003_alphafold2_ptm_model_1_seed_001.pdb,40.68248101265821,0.48126,0.4393,4
af_cluster_compar/GLP1R/msas/GLP1R_150_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_001.pdb,43.80741772151899,0.37739,0.38317,4
af_cluster_compar/GLP1R/msas/GLP1R_133_unrelaxed_rank_003_alphafold2_ptm_model_2_seed_001.pdb,42.94129113924049,0.49217,0.46543,5
af_cluster_compar/GLP1R/msas/GLP1R_010_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_001.pdb,55.12187341772148,0.61264,0.62064,36
af_cluster_compar/GLP1R/msas/GLP1R_098_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_001.pdb,41.86536708860756,0.36284,0.3545,4
af_cluster_compar/GLP1R/msas/GLP1R_107_unrelaxed_rank_003_alphafold2_ptm_model_2_seed_001.pdb,51.84524050632914,0.55668,0.55415,19
af_cluster_compar/GLP1R/msas/GLP1R_054_unrelaxed_rank_003_alphafold2_ptm_model_4_seed_001.pdb,41.54559493670889,0.47404,0.50051,4
af_cluster_compar/GLP1R/msas/GLP1R_007_unrelaxed_rank_003_alphafold2_ptm_model_3_seed_001.pdb,58.28977215189874,0.63142,0.61151,37
af_cluster_compar/GLP1R/msas/GLP1R_003_unrelaxed_rank_002_alphafold2_ptm_model_1_seed_001.pdb,53.690683544303795,0.35632,0.36914,32
af_cluster_compar/GLP1R/msas/GLP1R_045_unrelaxed_rank_003_alphafold2_ptm_model_5_seed_001.pdb,39.33508860759491,0.62274,0.62265,4
af_cluster_compar/GLP1R/msas/GLP1R_114_unrelaxed_rank_002_alphafold2_ptm_model_4_seed_001.pdb,61.65767088607601,0.80376,0.79349,16
af_cluster_compar/GLP1R/msas/GLP1R_101_unrelaxed_rank_002_alphafold2_ptm_model_1_seed_001.pdb,43.02696202531645,0.55393,0.5712,7
af_cluster_compar/GLP1R/msas/GLP1R_046_unrelaxed_rank_004_alphafold2_ptm_model_2_seed_001.pdb,37.623493670886106,0.3629,0.32402,4
af_cluster_compar/GLP1R/msas/GLP1R_106_unrelaxed_rank_003_alphafold2_ptm_model_5_seed_001.pdb,37.67863291139242,0.43891,0.46895,4
af_cluster_compar/GLP1R/msas/GLP1R_017_unrelaxed_rank_004_alphafold2_ptm_model_1_seed_001.pdb,45.317645569620275,0.36936,0.36587,11
af_cluster_compar/GLP1R/msas/GLP1R_070_unrelaxed_rank_002_alphafold2_ptm_model_2_seed_001.pdb,36.48820253164555,0.40439,0.39787,4
af_cluster_compar/GLP1R/msas/GLP1R_050_unrelaxed_rank_004_alphafold2_ptm_model_5_seed_001.pdb,35.886936708860766,0.4387,0.44974,4
af_cluster_compar/GLP1R/msas/GLP1R_080_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_001.pdb,59.31901265822784,0.67047,0.67997,25
af_cluster_compar/GLP1R/msas/GLP1R_006_unrelaxed_rank_004_alphafold2_ptm_model_5_seed_001.pdb,39.698607594936696,0.62663,0.60748,4
af_cluster_compar/GLP1R/msas/GLP1R_009_unrelaxed_rank_003_alphafold2_ptm_model_4_seed_001.pdb,41.30440506329114,0.37121,0.32831,8
af_cluster_compar/GLP1R/msas/GLP1R_146_unrelaxed_rank_004_alphafold2_ptm_model_5_seed_001.pdb,43.51149367088606,0.53908,0.48963,4
af_cluster_compar/GLP1R/msas/GLP1R_085_unrelaxed_rank_005_alphafold2_ptm_model_1_seed_001.pdb,67.3566329113924,0.73415,0.75153,119
af_cluster_compar/GLP1R/msas/GLP1R_069_unrelaxed_rank_003_alphafold2_ptm_model_1_seed_001.pdb,42.47600000000001,0.41395,0.39736,4
af_cluster_compar/GLP1R/msas/GLP1R_044_unrelaxed_rank_003_alphafold2_ptm_model_2_seed_001.pdb,40.148126582278444,0.40339,0.3534,4
af_cluster_compar/GLP1R/msas/GLP1R_096_unrelaxed_rank_004_alphafold2_ptm_model_4_seed_001.pdb,41.58240506329113,0.46356,0.46294,5
af_cluster_compar/GLP1R/msas/GLP1R_119_unrelaxed_rank_004_alphafold2_ptm_model_2_seed_001.pdb,45.5708101265823,0.541,0.53222,6
af_cluster_compar/GLP1R/msas/GLP1R_067_unrelaxed_rank_005_alphafold2_ptm_model_4_seed_001.pdb,36.77929113924049,0.38411,0.39775,4
af_cluster_compar/GLP1R/msas/GLP1R_108_unrelaxed_rank_002_alphafold2_ptm_model_1_seed_001.pdb,53.04430379746835,0.70951,0.73312,13
af_cluster_compar/GLP1R/msas/GLP1R_005_unrelaxed_rank_005_alphafold2_ptm_model_5_seed_001.pdb,50.6221012658228,0.60014,0.55036,60
af_cluster_compar/GLP1R/msas/GLP1R_109_unrelaxed_rank_004_alphafold2_ptm_model_1_seed_001.pdb,41.479113924050644,0.36205,0.35316,5
af_cluster_compar/GLP1R/msas/GLP1R_046_unrelaxed_rank_001_alphafold2_ptm_model_5_seed_001.pdb,40.198329113924025,0.46971,0.41673,4
af_cluster_compar/GLP1R/msas/GLP1R_015_unrelaxed_rank_003_alphafold2_ptm_model_2_seed_001.pdb,42.28718987341772,0.42613,0.42981,6
af_cluster_compar/GLP1R/msas/GLP1R_048_unrelaxed_rank_003_alphafold2_ptm_model_3_seed_001.pdb,48.09731645569617,0.48601,0.48566,6
af_cluster_compar/GLP1R/msas/GLP1R_088_unrelaxed_rank_003_alphafold2_ptm_model_5_seed_001.pdb,38.40493670886073,0.50602,0.50088,4
af_cluster_compar/GLP1R/msas/GLP1R_143_unrelaxed_rank_002_alphafold2_ptm_model_1_seed_001.pdb,44.95878481012656,0.38937,0.42068,7
af_cluster_compar/GLP1R/msas/GLP1R_067_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_001.pdb,39.02858227848104,0.4735,0.48925,4
af_cluster_compar/GLP1R/msas/GLP1R_068_unrelaxed_rank_001_alphafold2_ptm_model_5_seed_001.pdb,44.96296202531644,0.58143,0.56705,4
af_cluster_compar/GLP1R/msas/GLP1R_103_unrelaxed_rank_002_alphafold2_ptm_model_2_seed_001.pdb,35.082177215189844,0.34187,0.36793,4
af_cluster_compar/GLP1R/msas/GLP1R_100_unrelaxed_rank_005_alphafold2_ptm_model_5_seed_001.pdb,37.449696202531655,0.40798,0.41614,7
af_cluster_compar/GLP1R/msas/GLP1R_105_unrelaxed_rank_004_alphafold2_ptm_model_4_seed_001.pdb,42.693443037974696,0.62087,0.60551,7
af_cluster_compar/GLP1R/msas/GLP1R_063_unrelaxed_rank_003_alphafold2_ptm_model_1_seed_001.pdb,37.56622784810128,0.44575,0.43107,5
af_cluster_compar/GLP1R/msas/GLP1R_148_unrelaxed_rank_002_alphafold2_ptm_model_1_seed_001.pdb,40.720987341772144,0.5061,0.48378,4
af_cluster_compar/GLP1R/msas/GLP1R_053_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_001.pdb,63.92703797468358,0.69517,0.74031,23
af_cluster_compar/GLP1R/msas/GLP1R_042_unrelaxed_rank_002_alphafold2_ptm_model_4_seed_001.pdb,62.45205063291138,0.51158,0.48698,84
af_cluster_compar/GLP1R/msas/GLP1R_001_unrelaxed_rank_003_alphafold2_ptm_model_3_seed_001.pdb,53.6159240506329,0.41922,0.37649,42
af_cluster_compar/GLP1R/msas/GLP1R_048_unrelaxed_rank_005_alphafold2_ptm_model_5_seed_001.pdb,45.3220253164557,0.38906,0.36435,6
af_cluster_compar/GLP1R/msas/GLP1R_056_unrelaxed_rank_002_alphafold2_ptm_model_5_seed_001.pdb,42.48529113924049,0.44616,0.45217,7
af_cluster_compar/GLP1R/msas/GLP1R_058_unrelaxed_rank_005_alphafold2_ptm_model_2_seed_001.pdb,59.56169620253162,0.59805,0.64036,48
af_cluster_compar/GLP1R/msas/GLP1R_043_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_001.pdb,60.23941772151899,0.46414,0.50908,83
af_cluster_compar/GLP1R/msas/GLP1R_026_unrelaxed_rank_004_alphafold2_ptm_model_1_seed_001.pdb,49.83199999999999,0.71887,0.72139,9
af_cluster_compar/GLP1R/msas/GLP1R_099_unrelaxed_rank_004_alphafold2_ptm_model_1_seed_001.pdb,39.96002531645568,0.38089,0.37132,5
af_cluster_compar/GLP1R/msas/GLP1R_058_unrelaxed_rank_002_alphafold2_ptm_model_3_seed_001.pdb,62.90893670886075,0.69603,0.70867,48
af_cluster_compar/GLP1R/msas/GLP1R_123_unrelaxed_rank_005_alphafold2_ptm_model_4_seed_001.pdb,48.09812658227847,0.35558,0.36228,17
af_cluster_compar/GLP1R/msas/GLP1R_090_unrelaxed_rank_005_alphafold2_ptm_model_2_seed_001.pdb,42.10582278481009,0.63065,0.61391,7
af_cluster_compar/GLP1R/msas/GLP1R_134_unrelaxed_rank_002_alphafold2_ptm_model_1_seed_001.pdb,51.16205063291138,0.51839,0.50153,17
af_cluster_compar/GLP1R/msas/GLP1R_063_unrelaxed_rank_005_alphafold2_ptm_model_3_seed_001.pdb,35.92972151898732,0.32291,0.40233,5
af_cluster_compar/GLP1R/msas/GLP1R_019_unrelaxed_rank_004_alphafold2_ptm_model_2_seed_001.pdb,52.718177215189854,0.6455,0.64363,12
