PDB,plddt,seq_count,6fhz_tmscore,6hfb_tmscore
results_updated/pfmate/run3/occurrence_voting_6fhz/batches/batch_008/group_000538_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,89.63863340563992,13,0.92681,0.81839
results_updated/pfmate/run3/occurrence_voting_6fhz/batches/batch_008/group_000534_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,89.48091106290671,13,0.83133,0.91075
results_updated/pfmate/run3/occurrence_voting_6fhz/batches/batch_008/group_000600_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,89.99,13,0.91437,0.82799
results_updated/pfmate/run3/occurrence_voting_6fhz/batches/batch_008/group_000547_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,89.89106290672453,13,0.85391,0.88232
results_updated/pfmate/run3/occurrence_voting_6fhz/batches/batch_008/group_000540_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,89.80401301518437,13,0.93754,0.81459
results_updated/pfmate/run3/occurrence_voting_6fhz/batches/batch_008/group_000582_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,88.73501084598698,13,0.85879,0.8917
results_updated/pfmate/run3/occurrence_voting_6fhz/batches/batch_008/group_000595_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,90.91724511930587,13,0.87258,0.86831
results_updated/pfmate/run3/occurrence_voting_6fhz/batches/batch_008/group_000550_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,90.22164859002167,13,0.86687,0.87683
results_updated/pfmate/run3/occurrence_voting_6fhz/batches/batch_008/group_000537_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,89.8184381778742,13,0.86437,0.87953
results_updated/pfmate/run3/occurrence_voting_6fhz/batches/batch_008/group_000599_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,90.28559652928418,13,0.87446,0.86998
results_updated/pfmate/run3/occurrence_voting_6fhz/batches/batch_008/group_000539_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,89.18967462039046,13,0.82974,0.91932
results_updated/pfmate/run3/occurrence_voting_6fhz/batches/batch_008/group_000578_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,89.12197396963124,13,0.88137,0.86299
results_updated/pfmate/run3/occurrence_voting_6fhz/batches/batch_008/group_000526_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,87.46316702819956,13,0.92542,0.82317
results_updated/pfmate/run3/occurrence_voting_6fhz/batches/batch_008/group_000580_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,89.36542299349242,13,0.89306,0.8539
results_updated/pfmate/run3/occurrence_voting_6fhz/batches/batch_008/group_000553_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,89.28566160520607,13,0.87352,0.87384
results_updated/pfmate/run3/occurrence_voting_6fhz/batches/batch_008/group_000586_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,88.70127982646423,13,0.829,0.91864
results_updated/pfmate/run3/occurrence_voting_6fhz/batches/batch_008/group_000576_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,86.86548806941431,13,0.81555,0.93232
results_updated/pfmate/run3/occurrence_voting_6fhz/batches/batch_008/group_000541_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,90.09058568329718,13,0.93425,0.81842
results_updated/pfmate/run3/occurrence_voting_6fhz/batches/batch_008/group_000528_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,90.05668112798264,13,0.87384,0.87149
results_updated/pfmate/run3/occurrence_voting_6fhz/batches/batch_008/group_000533_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,89.03913232104122,13,0.92124,0.82312
results_updated/pfmate/run3/occurrence_voting_6fhz/batches/batch_008/group_000557_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,90.15444685466377,13,0.9093,0.83607
results_updated/pfmate/run3/occurrence_voting_6fhz/batches/batch_008/group_000564_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,89.75887201735357,13,0.93744,0.81319
results_updated/pfmate/run3/occurrence_voting_6fhz/batches/batch_008/group_000590_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,90.35859002169197,13,0.84394,0.89717
results_updated/pfmate/run3/occurrence_voting_6fhz/batches/batch_008/group_000569_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,89.39151843817785,13,0.87581,0.86686
results_updated/pfmate/run3/occurrence_voting_6fhz/batches/batch_008/group_000574_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,88.6562255965293,13,0.81313,0.93311
results_updated/pfmate/run3/occurrence_voting_6fhz/batches/batch_008/group_000546_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,89.62071583514098,13,0.85449,0.87915
results_updated/pfmate/run3/occurrence_voting_6fhz/batches/batch_008/group_000597_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,89.76924078091105,13,0.84783,0.89251
results_updated/pfmate/run3/occurrence_voting_6fhz/batches/batch_008/group_000591_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,89.42414316702819,13,0.84775,0.90617
results_updated/pfmate/run3/occurrence_voting_6fhz/batches/batch_008/group_000558_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,89.38167028199565,13,0.86255,0.88318
results_updated/pfmate/run3/occurrence_voting_6fhz/batches/batch_008/group_000532_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,90.24383947939262,13,0.85808,0.89477
results_updated/pfmate/run3/occurrence_voting_6fhz/batches/batch_008/group_000544_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,88.35455531453363,13,0.84776,0.8925
results_updated/pfmate/run3/occurrence_voting_6fhz/batches/batch_008/group_000568_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,90.64396963123643,13,0.8895,0.85728
results_updated/pfmate/run3/occurrence_voting_6fhz/batches/batch_008/group_000594_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,89.92928416485898,13,0.8704,0.86919
results_updated/pfmate/run3/occurrence_voting_6fhz/batches/batch_008/group_000529_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,90.29173535791759,13,0.90541,0.84184
results_updated/pfmate/run3/occurrence_voting_6fhz/batches/batch_008/group_000566_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,90.15123644251626,13,0.86737,0.88184
results_updated/pfmate/run3/occurrence_voting_6fhz/batches/batch_008/group_000585_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,89.9556399132321,13,0.87446,0.87273
results_updated/pfmate/run3/occurrence_voting_6fhz/batches/batch_008/group_000572_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,89.91366594360086,13,0.80536,0.9444
results_updated/pfmate/run3/occurrence_voting_6fhz/batches/batch_008/group_000592_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,90.68867678958784,13,0.88323,0.86228
results_updated/pfmate/run3/occurrence_voting_6fhz/batches/batch_008/group_000584_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,89.85388286334056,13,0.8409,0.90146
results_updated/pfmate/run3/occurrence_voting_6fhz/batches/batch_008/group_000551_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,88.72603036876355,13,0.82986,0.90811
results_updated/pfmate/run3/occurrence_voting_6fhz/batches/batch_008/group_000596_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,90.4117787418655,13,0.84748,0.88955
results_updated/pfmate/run3/occurrence_voting_6fhz/batches/batch_008/group_000598_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,90.07394793926247,13,0.80458,0.94758
results_updated/pfmate/run3/occurrence_voting_6fhz/batches/batch_008/group_000559_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,90.88774403470715,13,0.88836,0.85655
results_updated/pfmate/run3/occurrence_voting_6fhz/batches/batch_008/group_000531_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,89.73503253796093,13,0.88298,0.86261
results_updated/pfmate/run3/occurrence_voting_6fhz/batches/batch_008/group_000527_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,89.46895878524947,13,0.92808,0.82458
results_updated/pfmate/run3/occurrence_voting_6fhz/batches/batch_008/group_000530_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,88.80232104121475,13,0.93368,0.81883
results_updated/pfmate/run3/occurrence_voting_6fhz/batches/batch_008/group_000589_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,89.81383947939263,13,0.86735,0.87875
results_updated/pfmate/run3/occurrence_voting_6fhz/batches/batch_008/group_000573_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,90.13041214750542,13,0.94365,0.80805
results_updated/pfmate/run3/occurrence_voting_6fhz/batches/batch_008/group_000570_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,87.79132321041216,13,0.88876,0.85121
results_updated/pfmate/run3/occurrence_voting_6fhz/batches/batch_008/group_000548_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,89.45798264642083,13,0.89815,0.8409
results_updated/pfmate/run3/occurrence_voting_6fhz/batches/batch_008/group_000536_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,89.05683297180043,13,0.8944,0.84737
results_updated/pfmate/run3/occurrence_voting_6fhz/batches/batch_008/group_000555_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,89.21249457700651,13,0.84858,0.90135
results_updated/pfmate/run3/occurrence_voting_6fhz/batches/batch_008/group_000581_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,90.10132321041215,13,0.84984,0.88685
results_updated/pfmate/run3/occurrence_voting_6fhz/batches/batch_008/group_000560_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,89.33520607375272,13,0.84091,0.90132
results_updated/pfmate/run3/occurrence_voting_6fhz/batches/batch_009/group_000664_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,88.70579175704988,13,0.88203,0.86795
results_updated/pfmate/run3/occurrence_voting_6fhz/batches/batch_009/group_000634_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,89.82739696312365,13,0.79433,0.95536
results_updated/pfmate/run3/occurrence_voting_6fhz/batches/batch_009/group_000625_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,87.72366594360086,13,0.87725,0.87252
results_updated/pfmate/run3/occurrence_voting_6fhz/batches/batch_009/group_000651_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,89.96527114967463,13,0.92112,0.82576
results_updated/pfmate/run3/occurrence_voting_6fhz/batches/batch_009/group_000633_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,89.0937960954447,13,0.77433,0.96771
results_updated/pfmate/run3/occurrence_voting_6fhz/batches/batch_009/group_000672_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,89.3494360086768,13,0.92794,0.8237
results_updated/pfmate/run3/occurrence_voting_6fhz/batches/batch_009/group_000609_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,89.94527114967461,13,0.85519,0.8841
results_updated/pfmate/run3/occurrence_voting_6fhz/batches/batch_009/group_000669_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,89.50483731019521,13,0.86024,0.88112
results_updated/pfmate/run3/occurrence_voting_6fhz/batches/batch_009/group_000619_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,89.18590021691973,13,0.90375,0.84471
results_updated/pfmate/run3/occurrence_voting_6fhz/batches/batch_009/group_000643_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,89.64180043383948,13,0.8529,0.89412
results_updated/pfmate/run3/occurrence_voting_6fhz/batches/batch_009/group_000627_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,88.7904989154013,13,0.8544,0.89694
results_updated/pfmate/run3/occurrence_voting_6fhz/batches/batch_009/group_000613_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,88.06245119305859,13,0.8127,0.93172
results_updated/pfmate/run3/occurrence_voting_6fhz/batches/batch_009/group_000636_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,88.61767895878525,13,0.77948,0.96597
results_updated/pfmate/run3/occurrence_voting_6fhz/batches/batch_009/group_000665_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,89.78984815618222,13,0.88691,0.86159
results_updated/pfmate/run3/occurrence_voting_6fhz/batches/batch_009/group_000630_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,90.54965292841648,13,0.86924,0.87444
results_updated/pfmate/run3/occurrence_voting_6fhz/batches/batch_009/group_000628_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,88.44785249457702,13,0.94586,0.80239
results_updated/pfmate/run3/occurrence_voting_6fhz/batches/batch_009/group_000668_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,89.4177223427332,13,0.90818,0.83464
results_updated/pfmate/run3/occurrence_voting_6fhz/batches/batch_009/group_000637_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,90.1448590021692,13,0.9618,0.79336
results_updated/pfmate/run3/occurrence_voting_6fhz/batches/batch_009/group_000616_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,88.61609544468547,13,0.93921,0.8163
results_updated/pfmate/run3/occurrence_voting_6fhz/batches/batch_009/group_000608_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,89.86169197396964,13,0.92362,0.82103
results_updated/pfmate/run3/occurrence_voting_6fhz/batches/batch_009/group_000607_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,90.44312364425163,13,0.87895,0.86769
results_updated/pfmate/run3/occurrence_voting_6fhz/batches/batch_009/group_000671_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,90.19407809110629,13,0.8371,0.90055
results_updated/pfmate/run3/occurrence_voting_6fhz/batches/batch_009/group_000618_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,87.66147505422994,13,0.93253,0.80917
results_updated/pfmate/run3/occurrence_voting_6fhz/batches/batch_009/group_000644_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,90.27772234273318,13,0.90765,0.83988
results_updated/pfmate/run3/occurrence_voting_6fhz/batches/batch_009/group_000621_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,90.83459869848156,13,0.8724,0.86869
results_updated/pfmate/run3/occurrence_voting_6fhz/batches/batch_009/group_000626_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,88.9067028199566,13,0.8861,0.86636
results_updated/pfmate/run3/occurrence_voting_6fhz/batches/batch_009/group_000642_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,89.4302819956616,13,0.84015,0.9016
results_updated/pfmate/run3/occurrence_voting_6fhz/batches/batch_009/group_000652_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,88.6501518438178,13,0.9041,0.84444
results_updated/pfmate/run3/occurrence_voting_6fhz/batches/batch_009/group_000666_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,88.57982646420825,13,0.83454,0.91114
results_updated/pfmate/run3/occurrence_voting_6fhz/batches/batch_009/group_000649_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,89.76039045553145,13,0.84955,0.89257
results_updated/pfmate/run3/occurrence_voting_6fhz/batches/batch_009/group_000638_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,88.54546637744035,13,0.81683,0.93642
results_updated/pfmate/run3/occurrence_voting_6fhz/batches/batch_009/group_000615_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,88.5637744034707,13,0.81921,0.92482
results_updated/pfmate/run3/occurrence_voting_6fhz/batches/batch_009/group_000622_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,88.26084598698482,13,0.79642,0.94883
results_updated/pfmate/run3/occurrence_voting_6fhz/batches/batch_009/group_000647_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,88.84637744034706,13,0.84191,0.90338
results_updated/pfmate/run3/occurrence_voting_6fhz/batches/batch_009/group_000603_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,89.15101952277656,13,0.85611,0.89036
results_updated/pfmate/run3/occurrence_voting_6fhz/batches/batch_009/group_000610_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,89.94188720173536,13,0.86896,0.87728
results_updated/pfmate/run3/occurrence_voting_6fhz/batches/batch_009/group_000662_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,90.30997830802603,13,0.87193,0.87532
results_updated/pfmate/run3/occurrence_voting_6fhz/batches/batch_009/group_000606_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,88.16681127982649,13,0.94978,0.80214
results_updated/pfmate/run3/occurrence_voting_6fhz/batches/batch_009/group_000667_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,88.80553145336225,13,0.91937,0.82432
results_updated/pfmate/run3/occurrence_voting_6fhz/batches/batch_009/group_000663_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,89.02527114967461,13,0.81186,0.93687
results_updated/pfmate/run3/occurrence_voting_6fhz/batches/batch_009/group_000617_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,88.92143167028199,13,0.94169,0.81461
results_updated/pfmate/run3/occurrence_voting_6fhz/batches/batch_009/group_000640_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,89.22347071583515,13,0.83458,0.91489
results_updated/pfmate/run3/occurrence_voting_6fhz/batches/batch_009/group_000605_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,90.01227765726682,13,0.86692,0.87979
results_updated/pfmate/run3/occurrence_voting_6fhz/batches/batch_009/group_000631_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,89.87969631236443,13,0.904,0.84205
results_updated/pfmate/run3/occurrence_voting_6fhz/batches/batch_009/group_000614_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,89.59748373101952,13,0.95735,0.80029
results_updated/pfmate/run3/occurrence_voting_6fhz/batches/batch_009/group_000654_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,89.99318872017353,13,0.86488,0.87817
results_updated/pfmate/run3/occurrence_voting_6fhz/batches/batch_009/group_000641_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,89.47874186550976,13,0.85885,0.87218
results_updated/pfmate/run3/occurrence_voting_6fhz/batches/batch_009/group_000673_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,89.84054229934925,13,0.79215,0.9575
results_updated/pfmate/run3/occurrence_voting_6fhz/batches/batch_009/group_000612_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,89.47876355748375,13,0.85548,0.88252
results_updated/pfmate/run3/occurrence_voting_6fhz/batches/batch_009/group_000648_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,89.071431670282,13,0.83001,0.91629
results_updated/pfmate/run3/occurrence_voting_6fhz/batches/batch_009/group_000620_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,89.56785249457701,13,0.8534,0.89319
results_updated/pfmate/run3/occurrence_voting_6fhz/batches/batch_009/group_000639_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,86.93765726681127,13,0.84483,0.89883
results_updated/pfmate/run3/occurrence_voting_6fhz/batches/batch_009/group_000604_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,90.17075921908892,13,0.91075,0.83973
results_updated/pfmate/run3/occurrence_voting_6fhz/batches/batch_009/group_000650_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,88.82262472885031,13,0.85723,0.90234
results_updated/pfmate/run3/occurrence_voting_6fhz/batches/batch_009/group_000653_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,89.81744034707158,13,0.8716,0.87
results_updated/pfmate/run3/occurrence_voting_6fhz/batches/batch_009/group_000658_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,89.36145336225596,13,0.93513,0.81742
results_updated/pfmate/run3/occurrence_voting_6fhz/batches/batch_009/group_000635_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,89.6003687635575,13,0.92964,0.82196
results_updated/pfmate/run3/occurrence_voting_6fhz/batches/batch_009/group_000661_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,88.36104121475054,13,0.85574,0.87126
results_updated/pfmate/run3/occurrence_voting_6fhz/batches/batch_009/group_000601_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,88.70347071583515,13,0.81214,0.93616
results_updated/pfmate/run3/occurrence_voting_6fhz/batches/batch_009/group_000645_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,90.1302169197397,13,0.93397,0.81795
results_updated/pfmate/run3/occurrence_voting_6fhz/batches/batch_009/group_000657_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,89.88062906724512,13,0.94396,0.81001
results_updated/pfmate/run3/occurrence_voting_6fhz/batches/batch_009/group_000660_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,90.25531453362255,13,0.87302,0.86629
results_updated/pfmate/run3/occurrence_voting_6fhz/batches/batch_009/group_000646_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,90.04251626898048,13,0.84498,0.90169
results_updated/pfmate/run3/occurrence_voting_6fhz/batches/batch_009/group_000629_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,90.694273318872,13,0.90117,0.8523
results_updated/pfmate/run3/occurrence_voting_6fhz/batches/batch_009/group_000675_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,88.62134490238613,13,0.95082,0.80146
results_updated/pfmate/run3/occurrence_voting_6fhz/batches/batch_009/group_000623_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,89.60216919739698,13,0.9272,0.81733
results_updated/pfmate/run3/occurrence_voting_6fhz/batches/batch_009/group_000655_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,87.61004338394793,13,0.90923,0.83808
results_updated/pfmate/run3/occurrence_voting_6fhz/batches/batch_009/group_000632_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,89.48568329718005,13,0.83992,0.89902
results_updated/pfmate/run3/occurrence_voting_6fhz/batches/batch_009/group_000659_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,89.57355748373101,13,0.87121,0.88001
results_updated/pfmate/run3/occurrence_voting_6fhz/batches/batch_009/group_000674_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,89.92577006507592,13,0.86882,0.87487
results_updated/pfmate/run3/occurrence_voting_6fhz/batches/batch_009/group_000624_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,89.16453362255966,13,0.88921,0.85466
results_updated/pfmate/run3/occurrence_voting_6fhz/batches/batch_009/group_000602_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,90.09889370932757,13,0.8376,0.90673
results_updated/pfmate/run3/occurrence_voting_6fhz/batches/batch_009/group_000670_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,89.09963123644253,13,0.92544,0.82266
results_updated/pfmate/run3/occurrence_voting_6fhz/batches/batch_009/group_000656_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,88.56273318872019,13,0.84682,0.89555
results_updated/pfmate/run3/occurrence_voting_6fhz/batches/batch_009/group_000611_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,90.1834924078091,13,0.84467,0.88905
results_updated/pfmate/run3/occurrence_voting_6fhz/batches/batch_010/group_000732_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,88.70802603036876,13,0.88655,0.86345
results_updated/pfmate/run3/occurrence_voting_6fhz/batches/batch_010/group_000686_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,89.95268980477223,13,0.90364,0.84152
results_updated/pfmate/run3/occurrence_voting_6fhz/batches/batch_010/group_000737_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,90.48362255965293,13,0.88252,0.8615
results_updated/pfmate/run3/occurrence_voting_6fhz/batches/batch_010/group_000706_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,89.37186550976139,13,0.88254,0.86299
results_updated/pfmate/run3/occurrence_voting_6fhz/batches/batch_010/group_000740_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,87.9542082429501,13,0.86676,0.8883
results_updated/pfmate/run3/occurrence_voting_6fhz/batches/batch_010/group_000731_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,89.87665943600868,13,0.8542,0.88363
results_updated/pfmate/run3/occurrence_voting_6fhz/batches/batch_010/group_000743_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,88.3802819956616,13,0.80871,0.93923
results_updated/pfmate/run3/occurrence_voting_6fhz/batches/batch_010/group_000721_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,90.7731453362256,13,0.89324,0.85402
results_updated/pfmate/run3/occurrence_voting_6fhz/batches/batch_010/group_000709_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,89.34865509761387,13,0.92205,0.82429
results_updated/pfmate/run3/occurrence_voting_6fhz/batches/batch_010/group_000749_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,89.7511496746204,13,0.8344,0.91049
results_updated/pfmate/run3/occurrence_voting_6fhz/batches/batch_010/group_000695_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,90.9104338394794,13,0.8911,0.85609
results_updated/pfmate/run3/occurrence_voting_6fhz/batches/batch_010/group_000745_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,90.01425162689804,13,0.88128,0.8648
results_updated/pfmate/run3/occurrence_voting_6fhz/batches/batch_010/group_000748_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,90.61388286334056,13,0.92106,0.82532
results_updated/pfmate/run3/occurrence_voting_6fhz/batches/batch_010/group_000707_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,88.97028199566161,13,0.93185,0.82153
results_updated/pfmate/run3/occurrence_voting_6fhz/batches/batch_010/group_000698_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,88.79206073752711,13,0.81377,0.93745
results_updated/pfmate/run3/occurrence_voting_6fhz/batches/batch_010/group_000691_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,88.05097613882863,13,0.8363,0.91079
results_updated/pfmate/run3/occurrence_voting_6fhz/batches/batch_010/group_000719_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,88.67921908893709,13,0.94893,0.80652
results_updated/pfmate/run3/occurrence_voting_6fhz/batches/batch_010/group_000680_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,89.95184381778742,13,0.84369,0.896
results_updated/pfmate/run3/occurrence_voting_6fhz/batches/batch_010/group_000750_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,89.37837310195228,13,0.93881,0.81773
